y: 0, init: 27, end: 30, num: 775
y: 0, init: 31, end: 34, num: 651
y: 0, init: 56, end: 58, num: 79
y: 0, init: 61, end: 64, num: 946
y: 0, init: 81, end: 84, num: 942
y: 0, init: 86, end: 89, num: 942
y: 0, init: 94, end: 97, num: 151
y: 1, init: 6, end: 9, num: 240
y: 1, init: 115, end: 118, num: 956
y: 1, init: 119, end: 122, num: 549
y: 1, init: 124, end: 127, num: 290
y: 1, init: 134, end: 137, num: 834
y: 2, init: 20, end: 23, num: 437
y: 2, init: 29, end: 32, num: 906
y: 2, init: 41, end: 44, num: 608
y: 2, init: 45, end: 48, num: 805
y: 2, init: 49, end: 52, num: 725
y: 2, init: 54, end: 56, num: 72
y: 2, init: 61, end: 64, num: 242
y: 2, init: 68, end: 71, num: 745
y: 2, init: 73, end: 75, num: 61
y: 2, init: 81, end: 84, num: 440
y: 2, init: 129, end: 132, num: 515
y: 3, init: 10, end: 13, num: 917
y: 3, init: 25, end: 28, num: 146
y: 3, init: 36, end: 39, num: 790
y: 3, init: 89, end: 92, num: 207
y: 3, init: 115, end: 118, num: 796
y: 3, init: 120, end: 123, num: 116
y: 3, init: 135, end: 138, num: 924
y: 4, init: 6, end: 9, num: 323
y: 4, init: 32, end: 35, num: 410
y: 4, init: 48, end: 50, num: 72
y: 4, init: 52, end: 55, num: 748
y: 4, init: 56, end: 59, num: 442
y: 4, init: 71, end: 74, num: 384
y: 4, init: 93, end: 96, num: 849
y: 4, init: 127, end: 130, num: 470
y: 5, init: 38, end: 41, num: 271
y: 5, init: 43, end: 46, num: 691
y: 5, init: 66, end: 67, num: 4
y: 5, init: 79, end: 82, num: 388
y: 5, init: 99, end: 102, num: 448
y: 5, init: 122, end: 125, num: 848
y: 6, init: 4, end: 7, num: 370
y: 6, init: 14, end: 17, num: 639
y: 6, init: 18, end: 21, num: 748
y: 6, init: 32, end: 35, num: 467
y: 6, init: 54, end: 57, num: 921
y: 6, init: 58, end: 61, num: 909
y: 6, init: 86, end: 88, num: 32
y: 6, init: 109, end: 112, num: 165
y: 6, init: 114, end: 117, num: 452
y: 6, init: 118, end: 120, num: 30
y: 7, init: 8, end: 11, num: 984
y: 7, init: 25, end: 28, num: 782
y: 7, init: 36, end: 39, num: 711
y: 7, init: 44, end: 46, num: 50
y: 7, init: 65, end: 67, num: 61
y: 7, init: 78, end: 81, num: 415
y: 7, init: 82, end: 85, num: 803
y: 7, init: 96, end: 99, num: 524
y: 7, init: 132, end: 135, num: 106
y: 7, init: 136, end: 139, num: 643
y: 8, init: 15, end: 17, num: 57
y: 8, init: 19, end: 22, num: 433
y: 8, init: 31, end: 34, num: 390
y: 8, init: 72, end: 75, num: 122
y: 8, init: 86, end: 89, num: 674
y: 9, init: 0, end: 3, num: 379
y: 9, init: 42, end: 45, num: 908
y: 9, init: 47, end: 50, num: 477
y: 9, init: 53, end: 56, num: 305
y: 9, init: 57, end: 60, num: 876
y: 9, init: 77, end: 80, num: 297
y: 9, init: 81, end: 84, num: 415
y: 9, init: 99, end: 101, num: 94
y: 9, init: 118, end: 121, num: 378
y: 9, init: 128, end: 131, num: 226
y: 9, init: 133, end: 135, num: 56
y: 10, init: 13, end: 15, num: 82
y: 10, init: 22, end: 25, num: 167
y: 10, init: 32, end: 34, num: 17
y: 10, init: 36, end: 39, num: 958
y: 10, init: 63, end: 66, num: 196
y: 10, init: 91, end: 94, num: 380
y: 10, init: 95, end: 98, num: 992
y: 10, init: 111, end: 114, num: 989
y: 10, init: 123, end: 125, num: 29
y: 10, init: 136, end: 139, num: 301
y: 11, init: 2, end: 5, num: 124
y: 11, init: 7, end: 10, num: 317
y: 11, init: 47, end: 50, num: 839
y: 11, init: 73, end: 76, num: 191
y: 11, init: 77, end: 80, num: 882
y: 11, init: 86, end: 89, num: 231
y: 11, init: 105, end: 108, num: 976
y: 11, init: 132, end: 135, num: 469
y: 12, init: 12, end: 15, num: 643
y: 12, init: 55, end: 58, num: 541
y: 12, init: 137, end: 140, num: 515
y: 13, init: 18, end: 21, num: 498
y: 13, init: 30, end: 33, num: 726
y: 13, init: 34, end: 37, num: 774
y: 13, init: 51, end: 54, num: 111
y: 13, init: 59, end: 62, num: 378
y: 13, init: 80, end: 83, num: 723
y: 13, init: 84, end: 87, num: 221
y: 13, init: 94, end: 97, num: 473
y: 13, init: 109, end: 112, num: 752
y: 13, init: 116, end: 119, num: 523
y: 13, init: 120, end: 123, num: 638
y: 13, init: 130, end: 133, num: 789
y: 14, init: 5, end: 8, num: 353
y: 14, init: 24, end: 27, num: 518
y: 14, init: 71, end: 73, num: 88
y: 14, init: 102, end: 105, num: 280
y: 14, init: 134, end: 137, num: 297
y: 15, init: 11, end: 14, num: 279
y: 15, init: 42, end: 45, num: 816
y: 15, init: 50, end: 53, num: 286
y: 15, init: 54, end: 57, num: 975
y: 15, init: 59, end: 62, num: 319
y: 15, init: 67, end: 70, num: 614
y: 15, init: 86, end: 89, num: 799
y: 15, init: 96, end: 99, num: 503
y: 15, init: 106, end: 109, num: 861
y: 16, init: 15, end: 18, num: 228
y: 16, init: 102, end: 105, num: 207
y: 16, init: 129, end: 132, num: 838
y: 16, init: 134, end: 137, num: 408
y: 17, init: 11, end: 14, num: 226
y: 17, init: 37, end: 39, num: 82
y: 17, init: 64, end: 67, num: 268
y: 17, init: 74, end: 77, num: 814
y: 17, init: 86, end: 89, num: 640
y: 17, init: 107, end: 110, num: 489
y: 17, init: 118, end: 121, num: 719
y: 18, init: 18, end: 20, num: 88
y: 18, init: 21, end: 24, num: 544
y: 18, init: 28, end: 31, num: 250
y: 18, init: 42, end: 44, num: 87
y: 18, init: 70, end: 73, num: 115
y: 18, init: 114, end: 117, num: 377
y: 18, init: 124, end: 127, num: 643
y: 18, init: 135, end: 138, num: 658
